country,indicator,year,value
Bangladesh,"Capital grants receivable, Other general government, Transactions",2010,0.0
Bangladesh,"Taxes on property, Transactions",2010,0.0
Bangladesh,"Exchange taxes, Transactions",2010,0.0
Bangladesh,"Taxes on international trade and transactions, Transactions",2010,2.46559329346651
Bangladesh,"Other social contributions, Transactions",2010,0.0
Russian Federation,"Interest (before FISIM allocation), receivable, Transactions",2010,0.3454417310943711
Bangladesh,"Interest (before FISIM allocation), receivable, Nonresidents, Transact",2010,
Bangladesh,"Other taxes, Transactions",2010,0.315245617548089
Bangladesh,"Motor vehicles taxes, Transactions",2010,0.0812631913661368
Russian Federation,"Taxes on property, Transactions",2010,0.0
Bangladesh,"Taxes on income, profits, and capital gains, payable by individuals, T",2010,1.08589099187287
Bangladesh,"Other taxes on goods and services, Transactions",2010,0.0
United States,"Tax, property, estate, inheritance, and gift taxes, Transactions",2010,0.1001995152493774
Bangladesh,"Revenue, Transactions",2010,10.1484155314344
United States,"Taxes on income, profits, and capital gains, payable by individuals, T",2010,6.362103066820165
Bangladesh,"Taxes on immovable property, Transactions",2010,0.0
Bangladesh,"Taxes, Transactions",2010,7.83468474946733
United States,"Other social contributions, Transactions",2010,0.0
United States,"Other revenue, Transactions",2010,1.388596897795365
Russian Federation,"Other revenue, Transactions",2010,5.924708616675162
South Africa,"Other revenue, Transactions",2010,0.54798099389026
"China, People's Republic of","Taxes on payroll and workforce, Transactions",2010,0.0
"China, People's Republic of","Recurrent taxes on immovable property, Transactions",2010,0.0
"China, People's Republic of","General taxes on goods and services, Transactions",2010,4.7284322656396
"China, People's Republic of",Other taxes on use of goods and on permission to use goods or perform ,2010,0.005057183981214
"China, People's Republic of","Current grants receivable, Other general government, Transactions",2010,0.0
"China, People's Republic of","Revenue, Transactions",2010,11.33043606690924
"China, People's Republic of","Taxes, Transactions",2010,10.3023898378059
"China, People's Republic of","Recurrent taxes on net wealth, Transactions",2010,0.0
"China, People's Republic of","Capital grants receivable, Other general government, Transactions",2010,0.0
"China, People's Republic of","Other taxes, Transactions",2010,5.409965216203926e-06
"China, People's Republic of","Turnover and other general taxes on goods and services, Transactions",2010,0.0536622283229064
"China, People's Republic of","Other revenue, Transactions",2010,1.028046229103337
"China, People's Republic of","Taxes on exports, Transactions",2010,0.0
"China, People's Republic of","Grants receivable from foreign governments: current grants, Transactio",2010,0.0
"China, People's Republic of","Interest (before FISIM allocation), receivable, Transactions",2010,0.0179168011373621
"China, People's Republic of","Grants receivable, Transactions",2010,0.0
"China, People's Republic of","Taxes on immovable property, Transactions",2010,0.0
"China, People's Republic of","Other social contributions: employee contributions, Transactions",2010,0.0
"China, People's Republic of","Taxes on goods and services, Transactions",2010,7.180612958791445
"China, People's Republic of","Taxes on international trade and transactions, Transactions",2010,0.5029211374697881
"Türkiye, Republic of","Grants receivable from foreign governments: capital grants, Transactio",2010,0.0
"China, People's Republic of","Tax, property, estate, inheritance, and gift taxes, Transactions",2010,0.0
"China, People's Republic of","Motor vehicles taxes, Transactions",2010,0.0
"China, People's Republic of","Grants receivable, Other general government, Transactions",2010,0.0
"Türkiye, Republic of","Sales taxes, Transactions",2010,0.0
"Türkiye, Republic of","Social contributions, Transactions",2010,0.1974030038560135
"Türkiye, Republic of","Motor vehicles taxes, Transactions",2010,0.4573600341760389
"Türkiye, Republic of","Other revenue, Transactions",2010,2.507043153557483
"China, People's Republic of","Taxes on income, profits, and capital gains, payable by corporations a",2010,1.908218353132237
"Türkiye, Republic of","Other social contributions: employer contributions, Transactions",2010,0.0
"Türkiye, Republic of","Taxes on immovable property, Transactions",2010,0.0
"Türkiye, Republic of","Grants receivable, Other general government, Transactions",2010,0.725120461795494
"Türkiye, Republic of","Other taxes on income, profits, and capital gains, Transactions",2010,0.0392618615369557
"Türkiye, Republic of","Recurrent taxes on immovable property, Transactions",2010,0.0
"China, People's Republic of","Taxes on income, profits, and capital gains, Transactions",2010,2.618850331579455
"China, People's Republic of","Other taxes on income, profits, and capital gains, Transactions",2010,0.0
"China, People's Republic of","Capital grants receivable, International Organizations, Transactions",2010,0.0
"Türkiye, Republic of","Taxes on income, profits, and capital gains, payable by corporations a",2010,1.970560995650386
"Türkiye, Republic of","Turnover and other general taxes on goods and services, Transactions",2010,0.0
"Türkiye, Republic of","Other social contributions: employee contributions, Transactions",2010,0.0
"Türkiye, Republic of","Interest (before FISIM allocation), receivable, Financial corporations",2010,
"Türkiye, Republic of","Grants receivable from foreign governments, Transactions",2010,0.0
"Türkiye, Republic of","Capital grants receivable, Other general government, Transactions",2010,0.004221986733535
"Türkiye, Republic of","Current grants receivable, International Organizations, Transactions",2010,0.0085810422238668
"China, People's Republic of","Taxes on financial and capital transactions, Transactions",2010,0.1292075945889935
"Türkiye, Republic of","Other taxes, Transactions",2010,0.8271653748449608
"Türkiye, Republic of","Other social contributions, Transactions",2010,0.1974030038560135
India,"Taxes on financial and capital transactions, Transactions",2010,0.0019909699036082
India,"Capital grants receivable, International Organizations, Transactions",2010,0.0
"Türkiye, Republic of","Recurrent taxes on net wealth, Transactions",2010,0.0
"Türkiye, Republic of","Grants receivable, International Organizations, Transactions",2010,0.0085810422238668
"Türkiye, Republic of","Other taxes on international trade and transactions, Transactions",2010,0.0
"China, People's Republic of","Exchange taxes, Transactions",2010,0.0
"China, People's Republic of","Current grants receivable, International Organizations, Transactions",2010,0.0
"Türkiye, Republic of","Grants receivable from foreign governments: current grants, Transactio",2010,0.0
"Türkiye, Republic of","Interest (before FISIM allocation), receivable, Transactions",2010,0.2326106894130179
India,"General taxes on goods and services, Transactions",2010,0.0203943430257765
"Türkiye, Republic of","Revenue, Transactions",2010,22.24750500870246
India,"Taxes on international trade and transactions, Transactions",2010,1.77894470736017
"Türkiye, Republic of","Taxes on property, Transactions",2010,0.018625983907415
"Türkiye, Republic of","Exchange taxes, Transactions",2010,0.0
"Türkiye, Republic of","Tax, property, estate, inheritance, and gift taxes, Transactions",2010,0.018625983907415
India,"Capital grants receivable, Other general government, Transactions",2010,0.0
India,"Taxes on immovable property, Transactions",2010,2.619697241589789e-05
India,"Taxes, Transactions",2010,10.38804265391049
India,"Other revenue, Transactions",2010,2.761828915432243
India,"Grants receivable from foreign governments, Transactions",2010,0.0349991551476395
India,"Grants receivable, International Organizations, Transactions",2010,0.0
"Türkiye, Republic of","Current grants receivable, Other general government, Transactions",2010,0.7208984750619589
India,"Current grants receivable, International Organizations, Transactions",2010,0.0
"Türkiye, Republic of","Taxes on income, profits, and capital gains, payable by individuals, T",2010,3.480109957332007
"Türkiye, Republic of","Other taxes on goods and services, Transactions",2010,0.0
"Türkiye, Republic of","Taxes on income, profits, and capital gains, Transactions",2010,5.489932814519349
India,"Grants receivable, Transactions",2010,0.0349991551476395
India,"Taxes on income, profits, and capital gains, payable by corporations a",2010,3.912360648479855
Brazil,"Taxes on financial and capital transactions, Transactions",2010,0.6817649612275007
Brazil,"General taxes on goods and services, Transactions",2010,6.121785171881703
Brazil,Other taxes on use of goods and on permission to use goods or perform ,2010,0.1459858889827623
India,"Other taxes, Transactions",2010,0.0
Brazil,"Interest (before FISIM allocation), receivable, Other general governme",2010,1.808553377331081
India,"Other taxes on goods and services, Transactions",2010,1.036129554507386
India,"Taxes on income, profits, and capital gains, payable by individuals, T",2010,1.822025628498114
Brazil,"Interest (before FISIM allocation), receivable, Nonresidents, Transact",2010,0.0082528538778292
India,"Taxes on income, profits, and capital gains, Transactions",2010,5.734857822481456
India,"Grants receivable from foreign governments: capital grants, Transactio",2010,0.0349991551476395
India,"Revenue, Transactions",2010,13.21859932647584
Russian Federation,"General taxes on goods and services, Transactions",2010,4.96899993006518
Russian Federation,Other taxes on use of goods and on permission to use goods or perform ,2010,0.0002015412666828
Brazil,"Turnover and other general taxes on goods and services, Transactions",2010,4.480532091507206
Brazil,"Grants receivable, International Organizations, Transactions",2010,0.0005139241086949
Brazil,"Grants receivable from foreign governments, Transactions",2010,0.0
"China, People's Republic of","Other social contributions: employer contributions, Transactions",2010,0.0
Russian Federation,"Current grants receivable, Other general government, Transactions",2010,0.0207587504683315
Russian Federation,"Other social contributions: imputed contributions, Transactions",2010,0.0
India,"Exchange taxes, Transactions",2010,0.0
India,"Other taxes on international trade and transactions, Transactions",2010,0.0
India,"Taxes on property, Transactions",2010,0.0090248569972768
India,"Grants receivable from foreign governments: current grants, Transactio",2010,0.0
"Türkiye, Republic of","Taxes on financial and capital transactions, Transactions",2010,0.007964631286338
"Türkiye, Republic of","Grants receivable, Transactions",2010,0.7337015040193609
Russian Federation,"Capital grants receivable, Other general government, Transactions",2010,0.0
India,"Tax, property, estate, inheritance, and gift taxes, Transactions",2010,0.0
Brazil,"Recurrent taxes on net wealth, Transactions",2010,0.0
Brazil,"Interest (before FISIM allocation), receivable, Transactions",2010,3.38675463013078
Brazil,"Grants receivable from foreign governments: current grants, Transactio",2010,0.0
Brazil,"Taxes, Transactions",2010,14.24957595656862
Brazil,"Taxes on immovable property, Transactions",2010,0.0123440851577532
Brazil,"Taxes on international trade and transactions, Transactions",2010,0.5425584719336608
Russian Federation,"Recurrent taxes on immovable property, Transactions",2010,0.0
Brazil,"Tax, property, estate, inheritance, and gift taxes, Transactions",2010,0.0
Brazil,"Grants receivable from foreign governments: capital grants, Transactio",2010,0.0
Brazil,"Interest (before FISIM allocation), receivable, Financial corporations",2010,1.569948398921862
Russian Federation,"Turnover and other general taxes on goods and services, Transactions",2010,0.0
India,"Recurrent taxes on immovable property, Transactions",2010,0.0
India,"Other taxes on income, profits, and capital gains, Transactions",2010,0.0004715455034861
Russian Federation,"Capital grants receivable, International Organizations, Transactions",2010,0.0
Brazil,"Taxes on payroll and workforce, Transactions",2010,0.3224787870587802
Brazil,"Taxes on exports, Transactions",2010,0.0011290313079748
Brazil,"Grants receivable, Transactions",2010,0.0075309318354531
Russian Federation,"Taxes on exports, Transactions",2010,5.094963221741949
Russian Federation,"Tax, property, estate, inheritance, and gift taxes, Transactions",2010,0.0
Brazil,"Current grants receivable, Other general government, Transactions",2010,0.0048459997153773
Russian Federation,"Grants receivable, Transactions",2010,0.0219679980684285
Russian Federation,"Other social contributions: employer contributions, Transactions",2010,0.0
Russian Federation,"Grants receivable from foreign governments: current grants, Transactio",2010,0.0
Russian Federation,"Other taxes on international trade and transactions, Transactions",2010,0.0513930230041217
Brazil,"Capital grants receivable, International Organizations, Transactions",2010,0.0
Russian Federation,"Interest (before FISIM allocation), receivable, Financial corporations",2010,
Russian Federation,"Sales taxes, Transactions",2010,0.0
Russian Federation,"Grants receivable from foreign governments: capital grants, Transactio",2010,0.0
Russian Federation,"Taxes on immovable property, Transactions",2010,0.0
Brazil,"Other taxes on goods and services, Transactions",2010,0.0013418233340118
"Türkiye, Republic of","Interest (before FISIM allocation), receivable, Other general governme",2010,
Brazil,"Taxes on income, profits, and capital gains, payable by individuals, T",2010,2.263003925934629
Russian Federation,"Motor vehicles taxes, Transactions",2010,0.0
Brazil,"Motor vehicles taxes, Transactions",2010,0.0
India,"Current grants receivable, Other general government, Transactions",2010,0.0
Russian Federation,"Other social contributions: employee contributions, Transactions",2010,0.0
Brazil,"Other social contributions: employer contributions, Transactions",2010,0.4809679779500582
Brazil,"Other taxes on international trade and transactions, Transactions",2010,0.0
Brazil,"Other taxes, Transactions",2010,0.0047450410134521
Russian Federation,"Recurrent taxes on net wealth, Transactions",2010,0.0
Brazil,"Other social contributions: employee contributions, Transactions",2010,0.2911303635408188
Brazil,"Taxes on goods and services, Transactions",2010,6.714260218842893
Brazil,"Taxes on income, profits, and capital gains, Transactions",2010,6.651950177901575
Brazil,"Recurrent taxes on immovable property, Transactions",2010,0.0
Brazil,"Other taxes on income, profits, and capital gains, Transactions",2010,1.092882732178596
Russian Federation,"Exchange taxes, Transactions",2010,0.0026200364668767
Brazil,"Sales taxes, Transactions",2010,0.0
Brazil,"Social contributions, Transactions",2010,6.194956837833116
Brazil,"Taxes on income, profits, and capital gains, payable by corporations a",2010,3.29606351978835
Brazil,"Grants receivable, Other general government, Transactions",2010,0.0070170077267581
South Africa,"Motor vehicles taxes, Transactions",2010,0.0
Brazil,"Current grants receivable, International Organizations, Transactions",2010,0.0005139241086949
Brazil,"Other revenue, Transactions",2010,5.456851293488086
Russian Federation,"Current grants receivable, International Organizations, Transactions",2010,0.0012092476000969
South Africa,"Other taxes on goods and services, Transactions",2010,0.0
Sri Lanka,"Other taxes on goods and services, Transactions",2010,0.0
Sri Lanka,"Taxes on income, profits, and capital gains, payable by individuals, T",2010,0.4674820017355321
South Africa,"Capital grants receivable, Other general government, Transactions",2010,0.0
Brazil,"Capital grants receivable, Other general government, Transactions",2010,0.0021710080113807
Sri Lanka,"Revenue, Transactions",2010,12.58265305879964
Brazil,"Taxes on property, Transactions",2010,0.0135832598182584
South Africa,"Grants receivable from foreign governments: capital grants, Transactio",2010,0.0
Sri Lanka,"General taxes on goods and services, Transactions",2010,3.318265483918423
Sri Lanka,"Other social contributions, Transactions",2010,0.1677308980978984
South Africa,"Grants receivable, Transactions",2010,0.0608267824596898
Sri Lanka,"Social contributions, Transactions",2010,0.1677308980978984
Sri Lanka,Other taxes on use of goods and on permission to use goods or perform ,2010,0.0781006647845208
South Africa,"Turnover and other general taxes on goods and services, Transactions",2010,9.17087507482132e-05
South Africa,Other taxes on use of goods and on permission to use goods or perform ,2010,0.218593469727351
South Africa,"General taxes on goods and services, Transactions",2010,6.27794275375164
South Africa,"Current grants receivable, International Organizations, Transactions",2010,0.0
Sri Lanka,"Taxes on income, profits, and capital gains, payable by corporations a",2010,1.134415951811758
South Africa,"Sales taxes, Transactions",2010,0.0
South Africa,"Capital grants receivable, International Organizations, Transactions",2010,0.0
Sri Lanka,"Taxes on immovable property, Transactions",2010,0.0
Sri Lanka,"Taxes, Transactions",2010,10.93186878863946
South Africa,"Grants receivable from foreign governments: current grants, Transactio",2010,0.0608267824596898
Sri Lanka,"Interest (before FISIM allocation), receivable, Transactions",2010,0.1209261339973788
Sri Lanka,"Taxes on exports, Transactions",2010,0.0
Sri Lanka,"Other social contributions: employer contributions, Transactions",2010,0.0
Sri Lanka,"Taxes on goods and services, Transactions",2010,5.360239022016189
South Africa,"Taxes on exports, Transactions",2010,0.0023036197846389
South Africa,"Other social contributions: imputed contributions, Transactions",2010,0.0
Sri Lanka,"Turnover and other general taxes on goods and services, Transactions",2010,0.0
Sri Lanka,"Interest (before FISIM allocation), receivable, Other general governme",2010,
Sri Lanka,"Taxes on income, profits, and capital gains, Transactions",2010,2.045690982669265
Sri Lanka,"Other taxes on income, profits, and capital gains, Transactions",2010,0.4437930291219755
Sri Lanka,"Recurrent taxes on immovable property, Transactions",2010,0.0
South Africa,"Other social contributions: employer contributions, Transactions",2010,0.0
Sri Lanka,"Other revenue, Transactions",2010,1.228010396298939
Sri Lanka,"Grants receivable, International Organizations, Transactions",2010,0.0
Sri Lanka,"Grants receivable from foreign governments, Transactions",2010,0.2550429757633377
Sri Lanka,"Sales taxes, Transactions",2010,0.0
Sri Lanka,"Interest (before FISIM allocation), receivable, Financial corporations",2010,
Sri Lanka,"Current grants receivable, Other general government, Transactions",2010,0.0
Sri Lanka,"Other social contributions: employee contributions, Transactions",2010,0.1677308980978984
Sri Lanka,"Motor vehicles taxes, Transactions",2010,0.0050465128942373
Sri Lanka,"Other taxes, Transactions",2010,1.553758280770361
Sri Lanka,"Current grants receivable, International Organizations, Transactions",2010,0.0
Sri Lanka,"Capital grants receivable, International Organizations, Transactions",2010,0.0
Sri Lanka,"Grants receivable from foreign governments: current grants, Transactio",2010,0.0
South Africa,"Exchange taxes, Transactions",2010,0.0
South Africa,"Other taxes on international trade and transactions, Transactions",2010,0.0088134387528787
South Africa,"Taxes on immovable property, Transactions",2010,0.0
Sri Lanka,"Grants receivable, Transactions",2010,0.2550429757633377
Sri Lanka,"Grants receivable from foreign governments: capital grants, Transactio",2010,0.2550429757633377
Sri Lanka,"Taxes on financial and capital transactions, Transactions",2010,0.0
Sri Lanka,"Other taxes on international trade and transactions, Transactions",2010,1.004364170930455
Sri Lanka,"Exchange taxes, Transactions",2010,0.0
South Africa,"Tax, property, estate, inheritance, and gift taxes, Transactions",2010,0.0277165035582058
India,"Taxes on payroll and workforce, Transactions",2010,0.0
Brazil,"Other social contributions, Transactions",2010,0.772098341490877
India,"Taxes on exports, Transactions",2010,0.0017420986656572
Brazil,"Exchange taxes, Transactions",2010,0.0
India,"Recurrent taxes on net wealth, Transactions",2010,0.0089986600248609
Sri Lanka,"Capital grants receivable, Other general government, Transactions",2010,0.0
Sri Lanka,"Taxes on international trade and transactions, Transactions",2010,1.972180503183644
India,"Taxes on goods and services, Transactions",2010,2.865215267071585
South Africa,"Other social contributions: employee contributions, Transactions",2010,0.0
Sri Lanka,"Interest (before FISIM allocation), receivable, Nonresidents, Transact",2010,
South Africa,"Current grants receivable, Other general government, Transactions",2010,0.0
Sri Lanka,"Grants receivable, Other general government, Transactions",2010,0.0
Russian Federation,"Other taxes on goods and services, Transactions",2010,0.0
Russian Federation,"Interest (before FISIM allocation), receivable, Other general governme",2010,
South Africa,"Recurrent taxes on immovable property, Transactions",2010,0.0
Russian Federation,"Interest (before FISIM allocation), receivable, Nonresidents, Transact",2010,
South Africa,"Taxes on financial and capital transactions, Transactions",2010,0.270171424786876
Sri Lanka,"Taxes on payroll and workforce, Transactions",2010,0.0
Sri Lanka,"Tax, property, estate, inheritance, and gift taxes, Transactions",2010,0.0
Brazil,"Revenue, Transactions",2010,25.90891501972517
India,"Grants receivable, Other general government, Transactions",2010,0.0
Sri Lanka,"Taxes on property, Transactions",2010,0.0
Sri Lanka,"Recurrent taxes on net wealth, Transactions",2010,0.0
South Africa,"Recurrent taxes on net wealth, Transactions",2010,0.0
Russian Federation,"Taxes on financial and capital transactions, Transactions",2010,0.0
Myanmar,"Grants receivable, Transactions",2010,
Myanmar,"Taxes on goods and services, Transactions",2010,
Myanmar,"Other social contributions: employee contributions, Transactions",2010,
Myanmar,"Other taxes on goods and services, Transactions",2010,
Myanmar,"Turnover and other general taxes on goods and services, Transactions",2010,
Myanmar,"Sales taxes, Transactions",2010,
Myanmar,"Motor vehicles taxes, Transactions",2010,
Myanmar,"Exchange taxes, Transactions",2010,
Myanmar,"Other taxes on international trade and transactions, Transactions",2010,
Myanmar,"Other taxes, Transactions",2010,
Myanmar,"Grants receivable, Other general government, Transactions",2010,
Myanmar,"Grants receivable from foreign governments: current grants, Transactio",2010,
Myanmar,"Taxes on payroll and workforce, Transactions",2010,
Myanmar,"Taxes on financial and capital transactions, Transactions",2010,
Myanmar,"Other social contributions: employer contributions, Transactions",2010,
Myanmar,"Current grants receivable, International Organizations, Transactions",2010,
Myanmar,"Recurrent taxes on immovable property, Transactions",2010,
Myanmar,"Grants receivable, International Organizations, Transactions",2010,
Myanmar,"Interest (before FISIM allocation), receivable, Transactions",2010,
Myanmar,"Other social contributions, Transactions",2010,
Myanmar,"Social contributions, Transactions",2010,
Myanmar,"Taxes on property, Transactions",2010,
Myanmar,"Taxes on immovable property, Transactions",2010,
Myanmar,"Tax, property, estate, inheritance, and gift taxes, Transactions",2010,
Myanmar,"Taxes on international trade and transactions, Transactions",2010,
Myanmar,"Recurrent taxes on net wealth, Transactions",2010,
Myanmar,"Taxes on exports, Transactions",2010,
Myanmar,"General taxes on goods and services, Transactions",2010,
Myanmar,"Taxes, Transactions",2010,
Myanmar,Other taxes on use of goods and on permission to use goods or perform ,2010,
